,gender_Gender queer or gender fluid,gender_Man,gender_Non-binary or not exclusively man or woman,gender_Woman,sex_assigned_at_birth_Female,sex_assigned_at_birth_Male,sex_assigned_at_birth_Prefer not to say,race_ethnicity_African-American/Black,race_ethnicity_Asian,race_ethnicity_Caucasian/White,"race_ethnicity_Caucasian/White,African-American/Black","race_ethnicity_Caucasian/White,American Indian/Alaska National","race_ethnicity_Caucasian/White,Asian",handedness_Both,handedness_Left,handedness_Right,occupation_Architecture/Engineering,occupation_Building/Ground Cleaning and Maintenance,occupation_Caretaking/Stay at Home Parent,occupation_Community and Social Services,occupation_Computer/Mathematical,occupation_Construction,"occupation_Education, Training, Library",occupation_Farming/Fishing/Forestry,occupation_Food Preparation/Serving,occupation_Healthcare/Medical,occupation_Installation/Maintenance/Repair,occupation_Legal,occupation_Office and Administrative Support,occupation_Sales/Marketing,occupation_Student,occupation_Transportation,occupation_Unemployed,driving_time_30 minutes or less,driving_time_30-60 minutes,driving_time_60+ minutes,sun_exposure_1 hour,sun_exposure_2 hours,sun_exposure_3 hours,sun_exposure_4 hours,sun_exposure_5+ hours,sun_exposure_less than 30 minutes,sunscreen_use_Almost always,sunscreen_use_Never,sunscreen_use_Rarely,sunscreen_use_Sometimes,"region_Midwest (ND, SD, NE, KS, MN, IA, MO, WI, IL, IN, MI, OH)","region_Noncontiguous (HI, AK)","region_Northeast (PA, NY, NJ, RI, CT, MA, VT, NH, ME)",region_Other,"region_Pacific (WA, OR, CA)","region_Rocky Mountains (ID, MT, WY, NV, UT, CO)","region_Southeast (AR, LA, MS, TN, KY, WV, VA, NC, SC, GA, AL, FL, DL, MD, DC)","region_Southwest (AZ, NM, TX, OK)",relative_redness_std,GLCM_SumEntropy_Mean_wrinkles_pyfeats,skin_folds_hessian,correlation_scikit,lbp_6,lbp_5,lbp_4,lbp_3,Age
132,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,89.14396244231834,6.789363425135498,159015,0.8292117810508763,0.0185680560804568,0.0269046919179194,0.0239148321365583,0.015713686451947,40
133,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,88.27994128844675,7.018157996964702,157542,0.8514351733550747,0.0213069474188852,0.0309884241762548,0.0281183075081884,0.0183772325802749,60
134,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,92.99035871946649,6.542416739266865,150484,0.8187091852213811,0.0233705750818846,0.033954335334957,0.0293549968855855,0.0191395423910304,50
135,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,85.23309596346871,7.223937540442678,195218,0.8644896696958786,0.0225767711920159,0.0335212917471515,0.0305150287995856,0.0189546240306822,60
136,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,90.43731052506833,7.190824743576952,246748,0.8449970162488437,0.0254980657386411,0.0400911972299207,0.035736265957,0.0205443095448055,70
137,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,78.64258646442698,7.266276677757238,197814,0.8585776158631758,0.0187666437459757,0.0271450529800397,0.0250310129195711,0.0164402373603762,35
138,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,89.01229551178625,6.973979659426766,159781,0.8849795056370237,0.0240623512779597,0.0375494719492735,0.0339103748495282,0.0203500960569412,40
139,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,94.93293090212988,6.726936805477456,163670,0.864838498210058,0.0258068826810559,0.0378275602936647,0.0340687200806248,0.0214380633940819,30
140,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,95.30721482304152,6.496362820773201,125975,0.9182732061235012,0.0118291342272203,0.0144669668316673,0.0133777673651159,0.0106468215349865,35
141,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,92.64005453640569,6.512571556067165,144840,0.8815592457567177,0.0127646468105215,0.0156564131984493,0.0146723415673458,0.0119415208894015,25
142,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,103.63831622894462,6.338208836767712,142755,0.8939641621514982,0.0181667157263232,0.0223287767925797,0.0205595003524285,0.0167687658192361,35
143,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,87.4840301701988,7.328094642007922,138706,0.8852990552803383,0.0168375995210175,0.0220584480728565,0.020409192578175,0.0146369234989747,75
144,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,88.61521918283104,7.225710812982117,110599,0.94890591761721,0.0144360542419582,0.0174985282103037,0.0168384755863129,0.0139708635701012,70
145,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,91.47281380552594,7.263959777792401,140893,0.9165591975421384,0.0204339727108163,0.0250534650134563,0.0234650334807125,0.018102637807574,75
146,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,84.31578318718836,7.701759105686078,144562,0.78932550220671,0.0251352277021919,0.0416797891996304,0.037094557473195,0.0202500367430923,50
147,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,98.72223091091313,6.959269825228626,130345,0.8730933247996788,0.0149518140589569,0.0203717482363315,0.019237086552728,0.0141254225455614,25
148,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,87.1861877400124,7.857619899047939,172146,0.798711292484491,0.0241320100571092,0.0422364033061784,0.0375237736555527,0.0198780129335684,60
149,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,84.55015914418074,7.361992204567099,152403,0.7713490668206316,0.0207672832507488,0.0354651762968561,0.0321879330435878,0.0168465984644886,55
150,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,86.63082049695427,7.143507592692147,158840,0.6194450241607905,0.0200108673249517,0.0331994695413031,0.0296692872939188,0.0176429125000643,45
151,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,86.97926410219424,6.695550177289192,143154,0.5979296972587748,0.023992036372162,0.0379159186822877,0.0320701583102376,0.0179134603944458,25
152,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,74.20091611001722,7.884807029654443,169930,0.9432189642378688,0.0162313430387587,0.0230690028712102,0.0204869804789199,0.0138496853216595,30
153,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,79.29294667316755,7.105776817990718,173647,0.9618460083854496,0.01798225,0.0251749166666666,0.0210910833333333,0.0145466666666666,65
154,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,72.84989305790954,7.442342570781469,156031,0.9493440647622362,0.0158899931500377,0.0198119901895943,0.018078503585076,0.0146736983759553,65
155,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,87.67656508854229,6.948366636385692,159820,0.8402901205899876,0.0174865406553567,0.0284868319755885,0.0259717891786344,0.0144954779751406,60
156,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,88.52311824749256,6.951871013559065,152734,0.8586384344579927,0.0214435311161501,0.0321094165546877,0.0290226687382772,0.0177680189874303,55
157,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,76.74842949323886,7.711528569889824,143289,0.8858204109211502,0.0230937989907897,0.0348392314744828,0.0314196087385571,0.0199203331023767,45
158,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,95.84651011089076,6.515349407436787,133850,0.8129532422440334,0.018619343313457,0.0260207799683659,0.0242273671299795,0.016721496983567,30
159,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,93.97366450514792,6.858273249815037,131718,0.8720801340562306,0.0246145912068531,0.0365046996164721,0.0339996080736821,0.0221605681881806,60
160,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,99.42774898404907,6.26675217786856,134824,0.79929033910629,0.0211768156336608,0.0319061266481901,0.0293254711864169,0.018964465930405,25
161,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,83.28416351635326,6.658013864625295,147888,0.8780435315326459,0.0189108822541362,0.0284925184065395,0.0264226575403824,0.016479714313709,45
162,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,91.84656490995224,6.942018839541856,130196,0.837698980575773,0.0197735794420648,0.031971411249685,0.0293712906973489,0.0177412271492959,60
163,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,90.7753635566136,6.8087707092872405,128809,0.8626242583925529,0.0206070789941491,0.0311665625612384,0.0287732312575235,0.0178504722362195,70
164,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,67.76025220136786,6.917950244863162,147377,0.9182035717736112,0.0116989841847232,0.0193855898841017,0.0176821210737381,0.0106036627614008,75
165,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,67.68828400207339,7.148746939025286,163259,0.9036569858747892,0.0116421472138238,0.0194377519526329,0.0177410084404132,0.0104276567880238,65
166,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,84.06662626841957,6.508924983663603,134651,0.8530091609593593,0.0262454144239395,0.0391269533753043,0.0316949160178777,0.0202081981689734,30
167,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,83.26788854698175,6.983387537748151,148146,0.8625718343240738,0.015640518870947,0.0244484793508906,0.0189725706459054,0.011574074074074,35
168,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,67.64670705584126,7.111685855626932,139833,0.8715062584039528,0.0154278853085351,0.0206905346901832,0.0176283110262078,0.0121089745130078,30
169,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,87.47179036681857,6.241424980495845,133356,0.8680320130756717,0.0225529243560169,0.0340844466871716,0.0274323577470203,0.0167955483868383,35
170,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,64.7031190139562,6.73921445808721,100983,0.9149194321860878,0.0155430253187876,0.0245798891452005,0.0200621455690119,0.0126684047802127,40
171,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,81.78220684349286,6.590669128025293,115304,0.8086479694246342,0.0254093978277585,0.0364836140747148,0.03233644611848,0.0210066691096373,55
172,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,85.53044383601596,6.478907695839533,140092,0.8367776164021263,0.0254336773516596,0.038268159081443,0.0329663370658721,0.0207453513472382,65
173,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,81.28404824787673,6.659176097709176,137415,0.8541409072528748,0.0169924127739331,0.0255524467752787,0.0202766564141996,0.0123482654908368,30
174,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,86.05204461930242,7.009242320502016,163326,0.9241134947716962,0.0149062132569077,0.0202876820095322,0.0182388445347274,0.0134533848261526,30
175,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,89.90466796111484,6.847801301969361,177364,0.9292207392473472,0.0145853673259427,0.0192809376837154,0.0173315854119425,0.0127548559933232,25
176,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,92.02813438332797,6.984917130238615,157266,0.9372871192307688,0.0199222194664903,0.0282459241412614,0.0242724211598219,0.0158935198307718,25
177,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,100.29474996505384,6.405888100616133,169882,0.9303124705236352,0.024572845148862,0.0330924036281179,0.028102970547787,0.0200156354980263,20
178,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,102.65921591417658,6.421064354044317,164746,0.878635356363585,0.0251550755332997,0.0327907494016124,0.0289798838130931,0.0213763601505416,20
179,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,59.1088632342893,7.935615607278283,425873,0.9384753891206924,0.0182221133051986,0.0260991597642143,0.0231436372774418,0.0149139227450239,20
180,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,92.99341496353392,6.864951898592996,166294,0.932467381546899,0.018009610287016,0.0228506767290249,0.0204523697982279,0.0154231590398505,20
181,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,91.91796576482186,6.687200806269482,136030,0.8815475165904002,0.0184004977376753,0.0236572204113126,0.0212091298710842,0.0156204891292936,20
182,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,83.6938742062741,7.396408035847015,169601,0.8771832428220282,0.017650709010456,0.025111361095364,0.0222814868617199,0.0145982438114134,20
183,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,95.3196871002748,6.925289269493982,183839,0.929942485926581,0.0243962650646678,0.0344945462753002,0.0304281193573108,0.0203295920991853,20
184,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,82.80298825008127,7.502030453383494,269560,0.861144925224457,0.018147560914798,0.0266843427185689,0.0233180849500293,0.014696908856135,25
185,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,96.3757279206762,6.713175103194484,149741,0.8399796871041053,0.0221650243816662,0.030290988887839,0.026187900893382,0.0182376963130931,20
186,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,89.76950908587624,6.916276376352893,219441,0.9483988008861703,0.0230184811192995,0.0320535090965398,0.0285721831170739,0.0200199003212396,30
187,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,87.65684899074725,6.988336447056331,179584,0.9431287056406836,0.0197562194244981,0.0265027596686822,0.0233707391135466,0.0165978717876039,20
188,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,97.6322246247736,6.509195283936474,185648,0.9183965187101552,0.0226167675789451,0.0298946883923322,0.0272792855568153,0.0188681520061728,20
189,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,101.38094523523172,6.853072231029482,206494,0.9195852364370464,0.0287879667684975,0.0399957581412194,0.0341365471728815,0.0231404386600319,25
190,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,83.99069646054807,6.814156011540086,171387,0.9236693553787964,0.0143149611310573,0.0199168064216427,0.0171827266786344,0.0123093459992021,25
191,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,99.15357748248992,6.642856543445302,156843,0.907190619437993,0.0195059891240446,0.0233900128338372,0.0206141050170068,0.0159336255721424,25
192,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,87.38784802990314,7.0656547060080745,180754,0.9571438335472008,0.0182805085768875,0.0241991810227177,0.0209657068846056,0.0144321617535903,25
193,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,91.54714591177915,6.41201729337081,162231,0.9296957229188914,0.0182415510571512,0.0254070281662047,0.0214636249947509,0.0150449020271688,25
194,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,97.61956638220772,6.806324750689232,162520,0.9366262977671644,0.0218694393266565,0.0301507418167884,0.026463884164777,0.0183760570200302,20
195,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,92.52480407735872,6.841620649945532,172178,0.9286794606158912,0.0224065610040312,0.0314861235775174,0.0280786938618039,0.0198460267594692,20
196,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,91.96412597983898,7.316663378128625,215434,0.933766534713757,0.019455467372134,0.0270015799529688,0.0236787905748719,0.0158393893822961,20
197,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,99.77264324115932,6.754622116027253,162643,0.939508785482803,0.0258503237328882,0.035166583994709,0.0310999110292265,0.021163611084866,20
198,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,97.12037433137876,6.67002686037246,162478,0.9384779454259866,0.0213542158761652,0.0307264929505752,0.0260848890096161,0.0174806901927437,20
199,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,91.86871477669416,6.881683781339778,176773,0.9277591671417316,0.0233902588813303,0.0363421989166036,0.0327248086734693,0.020287271930377,50
200,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,88.80940054752298,6.464225434533046,156579,0.9347325490486376,0.0159971058253548,0.0225015353363567,0.0193686126070798,0.0131158896814898,20
201,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,98.07463985267032,6.539954100908403,227743,0.93388200199126,0.020577115877215,0.0276929734084992,0.024110685941043,0.0173835834488116,25
202,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,94.2095661894875,6.543960773180585,156517,0.937005333114256,0.0183034730095742,0.0244138984683379,0.0208949272224321,0.0153928131823717,20
203,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,95.63675889363672,6.516812684721083,162727,0.9390120802951858,0.0196699387702611,0.0273626136411354,0.023068510776224,0.0160697718516418,20
204,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,96.11777394110996,6.768084231381679,152274,0.9408423475281958,0.0222881301440329,0.0303280600434618,0.0262238238273704,0.0184834157428403,20
205,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,97.20513825318572,6.374533674949214,178541,0.924613845503843,0.0213520834645586,0.0297977456800621,0.0252439806941295,0.0177374817596791,20
